iter	Passed	Remaining
629	21497	12625
630	21529	12590
631	21561	12554
632	21593	12519
633	21627	12485
634	21660	12450
635	21693	12415
636	21725	12380
637	21758	12345
638	21792	12311
639	21901	12319
640	21933	12284
641	21967	12249
642	21998	12213
643	22031	12179
644	22064	12144
645	22098	12109
646	22130	12074
647	22163	12039
648	22194	12003
649	22227	11968
650	22262	11934
651	22294	11899
652	22327	11864
653	22359	11829
654	22390	11793
655	22423	11758
656	22455	11723
657	22488	11688
658	22521	11653
659	22554	11619
660	22586	11583
661	22617	11547
662	22650	11512
663	22681	11477
664	22714	11442
665	22746	11407
666	22779	11372
667	22811	11337
668	22843	11302
669	22875	11267
670	22909	11232
671	22943	11198
672	22977	11164
673	23009	11129
674	23042	11094
675	23076	11060
676	23108	11025
677	23141	10990
678	23175	10956
679	23208	10921
680	23239	10886
681	23272	10851
682	23308	10818
683	23339	10782
684	23373	10748
685	23405	10713
686	23437	10678
687	23469	10643
688	23499	10607
689	23531	10572
690	23566	10538
691	23598	10503
692	23631	10468
693	23664	10434
694	23697	10399
695	23732	10366
696	23765	10331
697	23799	10296
698	23833	10262
699	23867	10228
700	23902	10195
701	23992	10184
702	24136	10197
703	24272	10205
704	24325	10178
705	24376	10151
706	24442	10129
707	24529	10116
708	24590	10092
709	24640	10064
710	24676	10030
711	24711	9995
712	24744	9960
713	24777	9924
714	24810	9889
715	24843	9854
716	24877	9819
717	24913	9784
718	24959	9754
719	25002	9723
720	25036	9688
721	25070	9653
722	25109	9620
723	25171	9595
724	25235	9571
725	25288	9544
726	25342	9516
727	25409	9493
728	25474	9470
729	25513	9436
730	25560	9406
731	25606	9375
732	25653	9344
733	25692	9310
734	25728	9276
735	25767	9242
736	25805	9208
737	25839	9173
738	25875	9138
739	25910	9103
740	25949	9070
741	25985	9035
742	26036	9005
743	26112	8984
744	26177	8960
745	26235	8932
746	26337	8920
747	26387	8889
748	26434	8858
749	26473	8824
750	26534	8797
751	26579	8765
752	26619	8731
753	26652	8695
754	26685	8659
755	26721	8624
756	26758	8589
757	26807	8558
758	26854	8526
759	26891	8492
760	26925	8456
761	26970	8423
762	27020	8392
763	27085	8366
764	27132	8334
765	27187	8305
766	27228	8271
767	27276	8239
768	27344	8214
769	27512	8218
770	27585	8193
771	27628	8159
772	27666	8124
773	27702	8088
774	27741	8053
775	27797	8023
776	27855	7994
777	27896	7960
778	27943	7927
779	27984	7893
780	28054	7866
781	28104	7834
782	28148	7801
783	28184	7764
784	28234	7733
785	28320	7710
786	28364	7676
787	28401	7641
788	28435	7604
789	28470	7568
790	28508	7532
791	28574	7504
792	28618	7470
793	28657	7435
794	28690	7398
795	28722	7360
796	28757	7324
797	28790	7287
798	28822	7250
799	28856	7214
800	28888	7177
801	28922	7140
802	28955	7103
803	28990	7067
804	29022	7030
805	29058	6994
806	29092	6957
807	29134	6923
808	29169	6886
809	29202	6849
810	29238	6813
811	29271	6777
812	29304	6740
813	29337	6703
814	29371	6667
815	29404	6630
816	29437	6593
817	29471	6557
818	29523	6524
819	29618	6501
820	29698	6475
821	29731	6438
822	29765	6401
823	29802	6365
824	29836	6328
825	29868	6291
826	29902	6255
827	29938	6219
828	29970	6182
829	30003	6145
830	30038	6108
831	30073	6072
832	30107	6035
833	30150	6001
834	30183	5964
835	30216	5927
836	30250	5891
837	30285	5854
838	30317	5817
839	30350	5781
840	30383	5744
841	30419	5708
842	30462	5673
843	30510	5639
844	30552	5604
845	30596	5569
846	30628	5532
847	30660	5495
848	30695	5459
849	30728	5422
850	30764	5386
851	30800	5350
852	30844	5315
853	30892	5281
854	30930	5245
855	30965	5209
856	31008	5174
857	31044	5137
858	31085	5102
859	31145	5070
860	31185	5034
861	31221	4998
862	31259	4962
863	31294	4926
864	31338	4890
865	31383	4856
866	31418	4819
867	31451	4782
868	31496	4747
869	31530	4711
870	31563	4674
871	31605	4639
872	31654	4604
873	31688	4568
874	31726	4532
875	31769	4496
876	31809	4461
877	31864	4427
878	31914	4393
879	31951	4356
880	31986	4320
881	32026	4284
882	32067	4248
883	32121	4215
884	32167	4179
885	32209	4144
886	32250	4108
887	32293	4073
888	32332	4036
889	32392	4003
890	32435	3967
891	32478	3932
892	32519	3896
893	32563	3861
894	32616	3826
895	32744	3800
896	32777	3763
897	32813	3727
898	32853	3690
899	32886	3654
900	32920	3617
901	32954	3580
902	32987	3543
903	33023	3506
904	33056	3469
905	33091	3433
906	33126	3396
907	33159	3359
908	33192	3322
909	33225	3286
910	33258	3249
911	33291	3212
912	33327	3175
913	33360	3138
914	33393	3102
915	33426	3065
916	33460	3028
917	33495	2991
918	33528	2955
919	33562	2918
920	33594	2881
921	33627	2844
922	33660	2808
923	33693	2771
924	33726	2734
925	33759	2697
926	33794	2661
927	33827	2624
928	33860	2587
929	33893	2551
930	33927	2514
931	33959	2477
932	33992	2441
933	34024	2404
934	34059	2367
935	34092	2331
936	34126	2294
937	34160	2257
938	34196	2221
939	34230	2184
940	34268	2148
941	34303	2112
942	34338	2075
943	34372	2039
944	34405	2002
945	34440	1965
946	34472	1929
947	34506	1892
948	34539	1856
949	34572	1819
950	34605	1783
951	34639	1746
952	34672	1709
953	34707	1673
954	34740	1636
955	34772	1600
956	34806	1563
957	34840	1527
958	34873	1490
959	34906	1454
960	34939	1417
961	34972	1381
962	35006	1345
963	35041	1308
964	35074	1272
965	35109	1235
966	35144	1199
967	35177	1162
968	35211	1126
969	35245	1090
970	35277	1053
971	35313	1017
972	35346	980
973	35380	944
974	35415	908
975	35449	871
976	35481	835
977	35515	798
978	35552	762
979	35585	726
980	35618	689
981	35654	653
982	35690	617
983	35722	580
984	35755	544
985	35789	508
986	35831	471
987	35864	435
988	35902	399
989	35935	362
990	35969	326
991	36003	290
992	36036	254
993	36071	217
994	36104	181
995	36138	145
996	36171	108
997	36204	72
998	36238	36
999	36271	0
